WKT,ResourceID,External Cross Reference Number,External Cross Reference Source,External Cross Reference Notes,Primary Reference Number Type,Activity Name,Name Type,Site Name,Activity Type,Description,Description Type,Start Date,End Date,xcoord,ycoord,Location of Archive,Archive Reference Number,Compiler,Date of Compilation,Date of Last Update
POINT (-0.540995437009996 53.2271145080656),fcc01c9f-9441-4a24-8ba8-7f99dcb41b0e,4663,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at 323 High Street""",Primary,"""323 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Basement: Trial pit 4 of twelve. Trial pit 4. Excavated to depth of 0.2m at which depth a brick built well or soakaway, probably of the 19th century, was reached.""",Summary,1998-09-25,1998-11-06,497497,371001,Lincoln City and County Museum,224.98,John Herridge,2000-01-21,2008-12-08
POINT (-0.540888784476164 53.2271671403728),5926b813-58ea-4615-a63b-0f223709becf,4664,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at 323 High Street""",Primary,"""323 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Basement: Trial pit 5 of twelve. Trial pit 5. Excavated to depth of 0.9m. Archaeological deposits, with charcoal, were recorded, but there was no dating evidence.""",Summary,1998-09-25,1998-11-06,497504,371007,Lincoln City and County Museum,224.98,John Herridge,2000-01-21,2008-12-08
POINT (-0.540920871235567 53.2271046056654),2a71dfdf-47d1-4884-896b-89435264e868,4665,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at 323 High Street""",Primary,"""323 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Basement: Trial pit 6 of twelve. Trial pit 6. Excavated to depth of 0.5m. Archaeological deposits were recorded, but there was no dating evidence.""",Summary,1998-09-25,1998-11-06,497502,371000,Lincoln City and County Museum,224.98,John Herridge,2000-01-21,2008-12-08
POINT (-0.540799244375327 53.227157054587),758a3cb3-6572-4770-8797-f9298bdfbf40,4666,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at 323 High Street""",Primary,"""323 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Basement: Trial pit 7 of twelve. Trial pit 7. Excavated to depth of 0.6m. Archaeological deposits, with charcoal, were recorded, but there was no dating evidence.""",Summary,1998-09-25,1998-11-06,497510,371006,Lincoln City and County Museum,224.98,John Herridge,2000-01-21,2008-12-08
POINT (-0.540680061315952 53.227137616167),51ab2078-ff37-4c17-9ac0-3af201834cfb,4667,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at 323 High Street""",Primary,"""323 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Basement: Trial pit 8 of twelve. Trial pit 8. Excavated to depth of 0.6m. Archaeological deposits were recorded, but there was no dating evidence.""",Summary,1998-09-25,1998-11-06,497518,371004,Lincoln City and County Museum,224.98,John Herridge,2000-01-21,2008-12-08
POINT (-0.540636666158769 53.2270921366463),f2afc276-3e4f-4bc3-827e-b8cf4c03696f,4668,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at 323 High Street""",Primary,"""323 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Rear yard: Trial pit 9 of twelve. Trial pit 9. No observation was possible due to the pit having been backfilled.""",Summary,1998-09-25,1998-11-06,497521,370999,Lincoln City and County Museum,224.98,John Herridge,2000-01-21,2008-12-08
POINT (-0.540653167978662 53.2270473904755),b9390502-53d0-405a-95cf-647a8ad17b4a,4669,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at 323 High Street""",Primary,"""323 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Rear yard: Trial pit 10 of twelve. Trial pit 10. Excavated to depth of 0.5m. Archaeological deposits were recorded, but there was no conclusive dating evidence.""",Summary,1998-09-25,1998-11-06,497520,370994,Lincoln City and County Museum,224.98,John Herridge,2000-01-21,2008-12-08
POINT (-0.540832247694174 53.2270675621965),daa0ee48-7734-4ce2-b1b0-acc81178d3b3,4670,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at 323 High Street""",Primary,"""323 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Rear yard: Trial pit 11 of twelve. Trial pit 11. Excavated to depth of 0.45m. No archaeological deposits were revealed.""",Summary,1998-09-25,1998-11-06,497508,370996,Lincoln City and County Museum,224.98,John Herridge,2000-01-21,2008-12-08
POINT (-0.54062016430362 53.2271368828142),32b93c63-691b-4467-b887-75485f4ac0e2,4671,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at 323 High Street""",Primary,"""323 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Rear yard: Trial pit 12 of twelve. Trial pit 12. Excavated to depth of 0.9m. Only modern archaeological deposits were recorded.""",Summary,1998-09-25,1998-11-06,497522,371004,Lincoln City and County Museum,224.98,John Herridge,2000-01-21,2008-12-08
POINT (-0.518225536642492 53.2522653335604),1462be52-6763-4cef-975e-6d419562c523,4672,Lincoln Heritage Database Events,,Investigative Activity,"""Evaluation at Nettleham Road""",Primary,"""Proposed District Centre, Nettleham Road""",EVALUATION,"""Archaeological Field Evaluation, including field walking, geophysical survey and trial trench excavation.""",Summary,1998-11-24,1999-03-17,498959,373830,Lincoln City and County Museum,260.98,John Herridge,2000-01-24,2008-12-08
POINT (-0.516830330245774 53.2527334252063),a9ea5c7e-4c8e-4848-89ee-37cacbf07a3a,4673,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Nettleham Road""",Primary,"""Proposed District Centre, Nettleham Road""",TRIAL TRENCH,"""Archaeological Field Evaluation.  Trial trench 1 of seven. Trench 1. No archaeological deposits, except for the fill of a hollow forming the possible line of a metalled track also recorded in Trench 6. Otherwise, limestone brash sealed by c.0.4m of topsoil""",Summary,1998-11-24,1999-03-17,499051,373884,Lincoln City and County Museum,260.98,John Herridge,2000-01-24,2008-12-08
POINT (-0.517212604962304 53.2520819369372),fa43ff1e-e879-447b-b877-42810dd9fb66,4674,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Nettleham Road""",Primary,"""Proposed District Centre, Nettleham Road""",TRIAL TRENCH,"""Archaeological Field Evaluation.  Trial trench 2 of seven. Trench 2. No archaeological deposits. Limestone brash sealed by c.0.4m of to""",Summary,1998-11-24,1999-03-17,499027,373811,Lincoln City and County Museum,260.98,John Herridge,2000-01-24,2008-12-08
POINT (-0.518469608885057 53.2521425119256),4802b131-7164-4d95-9870-4809cca1f896,4675,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Nettleham Road""",Primary,"""Proposed District Centre, Nettleham Road""",TRIAL TRENCH,"""Archaeological Field Evaluation.  Trial trench 3 of seven. Trench 3. No archaeological deposits. Limestone brash sealed by c.0.4m of to""",Summary,1998-11-24,1999-03-17,498943,373816,Lincoln City and County Museum,260.98,John Herridge,2000-01-24,2008-12-08
POINT (-0.518847508356478 53.2516168190044),8d31b7c5-3544-4572-a0fb-d2a0dab2c973,4676,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Nettleham Road""",Primary,"""Proposed District Centre, Nettleham Road""",TRIAL TRENCH,"""Archaeological Field Evaluation.  Trial trench 4 of seven. Trench 4. No archaeological deposits. Limestone brash sealed by c.0.4m of to""",Summary,1998-11-24,1999-03-17,498919,373757,Lincoln City and County Museum,260.98,John Herridge,2000-01-24,2008-12-08
POINT (-0.519790485326324 53.2516554991648),f7f67ce8-916d-4aa7-bd33-3d0b0ee31a10,4677,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Nettleham Road""",Primary,"""Proposed District Centre, Nettleham Road""",TRIAL TRENCH,"""Archaeological Field Evaluation.  Trial trench 5 of seven. Trench 5. Limestone brash sealed by c.0.4m of topsoil. Linear cuts and a pit of unknown function.""",Summary,1998-11-24,1999-03-17,498856,373760,Lincoln City and County Museum,260.98,John Herridge,2000-01-24,2008-12-08
POINT (-0.520315289212511 53.2520845263449),b0028204-9a8a-4dbc-8646-07896c580af1,4678,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Nettleham Road""",Primary,"""Proposed District Centre, Nettleham Road""",TRIAL TRENCH,"""Archaeological Field Evaluation.  Trial trench 6 of seven. Trench 6.""",Summary,1998-11-24,1999-03-17,498820,373807,Lincoln City and County Museum,260.98,John Herridge,2000-01-24,2008-12-08
POINT (-0.518449496053743 53.2514230913696),34d3b443-50df-4ff3-b161-82cc3ab4d40f,4679,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Nettleham Road""",Primary,"""Proposed District Centre, Nettleham Road""",TRIAL TRENCH,"""Archaeological Field Evaluation.  Trial trench 7 of seven. Trench 7. No archaeological deposits. Limestone brash sealed by c.0.4m of to""",Summary,1998-11-24,1999-03-17,498946,373736,Lincoln City and County Museum,260.98,John Herridge,2000-01-24,2008-12-08
POINT (-0.532299945585162 53.2338848321386),62c8e268-0be3-43ca-8867-1faf9093683a,4680,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Pottergate""",Primary,"""St Marys School, Pottergate""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) on groundworks for the construction of a nursery unit.""",Summary,1998-09-14,1999-02-16,498062,371766,Lincoln City and County Museum,184.98,John Herridge,2000-01-24,
POINT (-0.551633653312982 53.2297163995391),a704289f-a624-4a5d-957f-eaea005d7bea,4681,Lincoln Heritage Database Events,,Investigative Activity,"""Evaluation at Holmes/Fossdyke (south of)""",Primary,"""University of Lincolnshire and Humberside: Phase III Residential Accommodation, Lincoln Campus""",EVALUATION,"""Archaeological Evaluation and Environmental Sampling in advance of the construction of student residences. Eight trenches.""",Summary,1998-08-04,1998-08-06,496781,371276,Lincoln City and County Museum,177.98,John Herridge,2000-01-24,2008-12-09
POINT (-0.552982939116495 53.2296878389834),242089f1-6e81-446a-b96a-fd42a25ff943,4682,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Holmes/Fossdyke (south of)""",Primary,"""University of Lincolnshire and Humberside: Phase III Residential Accommodation, Lincoln Campus""",TRIAL TRENCH,"""Archaeological Evaluation and Environmental Sampling in advance of the construction of student residences. Trial trench 1 of eight, 2.5m x 1.5m x 1.6m deep; TT1. No archaeological deposits.""",Summary,1998-08-04,1998-08-06,496691,371271,Lincoln City and County Museum,177.98,John Herridge,2000-01-24,2008-12-09
POINT (-0.552059749660178 53.2299642961816),c7ab2078-fcac-4989-a2b5-f2542e40eb6c,4683,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Holmes/Fossdyke (south of)""",Primary,"""University of Lincolnshire and Humberside: Phase III Residential Accommodation, Lincoln Campus""",TRIAL TRENCH,"""Archaeological Evaluation and Environmental Sampling in advance of the construction of student residences. Trial trench 2 of eight, TT2. No work was possible due to flooding.""",Summary,1998-08-04,1998-08-06,496752,371303,Lincoln City and County Museum,177.98,John Herridge,2000-01-24,2008-12-09
POINT (-0.55229801934093 53.2295626571535),f2828acb-d205-43a9-99ac-a3c42ab92ada,4684,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Holmes/Fossdyke (south of)""",Primary,"""University of Lincolnshire and Humberside: Phase III Residential Accommodation, Lincoln Campus""",TRIAL TRENCH,"""Archaeological Evaluation and Environmental Sampling in advance of the construction of student residences. Trial trench 3 of eight; TT3. No archaeological deposits.""",Summary,1998-08-04,1998-08-06,496737,371258,Lincoln City and County Museum,177.98,John Herridge,2000-01-24,2008-12-09
POINT (-0.551836820968859 53.2294671585239),64ed76fa-a2bd-4e75-9f27-bb9227a8807d,4685,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Holmes/Fossdyke (south of)""",Primary,"""University of Lincolnshire and Humberside: Phase III Residential Accommodation, Lincoln Campus""",TRIAL TRENCH,"""Archaeological Evaluation and Environmental Sampling in advance of the construction of student residences. Trial trench 4 of eight; TT4. No archaeological deposits.""",Summary,1998-08-04,1998-08-06,496768,371248,Lincoln City and County Museum,177.98,John Herridge,2000-01-24,2008-12-09
POINT (-0.552124804411128 53.2298122627758),dc938f10-3c4e-408f-9b26-e735556d06fb,4686,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Holmes/Fossdyke (south of)""",Primary,"""University of Lincolnshire and Humberside: Phase III Residential Accommodation, Lincoln Campus""",TRIAL TRENCH,"""Archaeological Evaluation and Environmental Sampling in advance of the construction of student residences. Trial trench 5 of eight; TT5. No archaeological deposits.""",Summary,1998-08-04,1998-08-06,496748,371286,Lincoln City and County Museum,177.98,John Herridge,2000-01-24,2008-12-09
POINT (-0.550912610114155 53.2293300715842),82401839-f240-49f6-973b-b37d1999e42c,4687,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Holmes/Fossdyke (south of)""",Primary,"""University of Lincolnshire and Humberside: Phase III Residential Accommodation, Lincoln Campus""",TRIAL TRENCH,"""Archaeological Evaluation and Environmental Sampling in advance of the construction of student residences. Trial trench 6 of eight; TT6. No archaeological deposits.""",Summary,1998-08-04,1998-08-06,496830,371234,Lincoln City and County Museum,177.98,John Herridge,2000-01-24,2008-12-09
POINT (-0.551563326104835 53.2295807005715),7a72f5aa-6645-4407-b0c3-555d1eebc845,4688,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Holmes/Fossdyke (south of)""",Primary,"""University of Lincolnshire and Humberside: Phase III Residential Accommodation, Lincoln Campus""",TRIAL TRENCH,"""Archaeological Evaluation and Environmental Sampling in advance of the construction of student residences. Trial trench 7 of eight; TT7. No archaeological deposits.""",Summary,1998-08-04,1998-08-06,496786,371261,Lincoln City and County Museum,177.98,John Herridge,2000-01-24,2008-12-09
